"","Tissue","eRNA_ID","Age_Rs","Age_FDR","BMI_Rs","BMI_FDR","Height_Rs","Height_FDR","Weight_Rs","Weight_FDR","Gender_Fold","Gender_FDR","Race_F","Race_FDR"
"Adipose_vis ENSR00000266949","Adipose_vis","ENSR00000266949","0.335","0","","","","","","","","","",""
"Adipose_vis ENSR00000266954","Adipose_vis","ENSR00000266954","0.3611","0","","","","","","","","","",""
"Adipose_vis ENSR00000266958","Adipose_vis","ENSR00000266958","0.3281","0","","","","","","","","","",""
"Adipose_vis ENSR00000271598","Adipose_vis","ENSR00000271598","-0.3045","0","","","","","","","","","",""
"Adipose_vis ENSR00000272690","Adipose_vis","ENSR00000272690","0.3135","0","","","","","","","","","",""
"Adipose_vis ENSR00000277845","Adipose_vis","ENSR00000277845","-0.357","0","","","","","","","","","",""
"Adipose_vis ENSR00000280456","Adipose_vis","ENSR00000280456","0.398","0","","","","","","","","","",""
"Adipose_vis ENSR00000280457","Adipose_vis","ENSR00000280457","0.3949","0","","","","","","","","","",""
"Adipose_vis ENSR00000285664","Adipose_vis","ENSR00000285664","0.3086","0","","","","","","","","","",""
"Adipose_vis ENSR00000287603","Adipose_vis","ENSR00000287603","-0.3357","0","","","","","","","","","",""
"Adipose_vis ENSR00000287830","Adipose_vis","ENSR00000287830","0.3151","0","","","","","","","","","",""
"Adipose_vis ENSR00000290860","Adipose_vis","ENSR00000290860","-0.3491","0","","","","","","","","","",""
"Adipose_vis ENSR00000290973","Adipose_vis","ENSR00000290973","0.3017","0","","","","","","","","","",""
"Adipose_vis ENSR00000292706","Adipose_vis","ENSR00000292706","0.3397","0","","","","","","","","","",""
"Adipose_vis ENSR00000292839","Adipose_vis","ENSR00000292839","0.3173","0","","","","","","","","","",""
"Adipose_vis ENSR00000292934","Adipose_vis","ENSR00000292934","0.3182","0","","","","","","","","","",""
"Adipose_vis ENSR00000299409","Adipose_vis","ENSR00000299409","0.3176","0","","","","","","","","","",""
"Adipose_vis ENSR00000303237","Adipose_vis","ENSR00000303237","0.3333","0","","","","","","","","","",""
"Adipose_vis ENSR00000303871","Adipose_vis","ENSR00000303871","0.3397","0","","","","","0.3165","<0.0001","","","",""
"Adipose_vis ENSR00000305906","Adipose_vis","ENSR00000305906","0.3875","0","","","","","","","","","",""
"Adipose_vis ENSR00000307550","Adipose_vis","ENSR00000307550","0.3351","0","","","","","","","","","",""
"Adipose_vis ENSR00000310932","Adipose_vis","ENSR00000310932","0.3267","0","","","","","","","","","",""
"Adipose_vis ENSR00000314327","Adipose_vis","ENSR00000314327","0.3246","0","","","","","","","","","",""
"Adipose_vis ENSR00000314651","Adipose_vis","ENSR00000314651","0.3367","0","","","","","","","","","",""
"Adipose_vis ENSR00000315376","Adipose_vis","ENSR00000315376","0.364","0","","","","","","","","","",""
"Adipose_vis ENSR00000316662","Adipose_vis","ENSR00000316662","0.31","0","","","","","","","","","",""
"Adipose_vis ENSR00000316971","Adipose_vis","ENSR00000316971","0.3634","0","","","","","","","","","",""
"Adipose_vis ENSR00000319384","Adipose_vis","ENSR00000319384","0.316","0","","","","","","","","","",""
"Adipose_vis ENSR00000320405","Adipose_vis","ENSR00000320405","0.3936","0","","","","","","","","","",""
"Adipose_vis ENSR00000322534","Adipose_vis","ENSR00000322534","0.319","0","","","","","","","","","",""
"Adipose_vis ENSR00000323531","Adipose_vis","ENSR00000323531","0.3023","0","","","","","","","","","",""
"Adipose_vis ENSR00000323716","Adipose_vis","ENSR00000323716","0.341","0","","","","","","","","","",""
"Adipose_vis ENSR00000324426","Adipose_vis","ENSR00000324426","-0.3019","0","","","","","","","","","",""
"Adipose_vis ENSR00000328392","Adipose_vis","ENSR00000328392","0.3319","0","","","","","","","","","",""
"Adipose_vis ENSR00000328657","Adipose_vis","ENSR00000328657","0.3077","0","","","","","","","","","",""
"Adipose_vis ENSR00000328857","Adipose_vis","ENSR00000328857","0.3093","0","","","","","","","","","",""
"Adipose_vis ENSR00000331244","Adipose_vis","ENSR00000331244","0.3029","0","","","","","","","","","",""
"Adipose_vis ENSR00000331352","Adipose_vis","ENSR00000331352","0.3575","0","","","","","","","","","",""
"Adipose_vis ENSR00000331975","Adipose_vis","ENSR00000331975","-0.331","0","","","","","","","","","",""
"Adipose_vis ENSR00000331976","Adipose_vis","ENSR00000331976","-0.3233","0","","","","","","","","","",""
"Adipose_vis ENSR00000333282","Adipose_vis","ENSR00000333282","0.3136","0","","","","","","","","","",""
"Adipose_vis ENSR00000335204","Adipose_vis","ENSR00000335204","0.3076","0","","","","","","","","","",""
"Adipose_vis ENSR00000335646","Adipose_vis","ENSR00000335646","0.3094","0","","","","","","","","","",""
"Adipose_vis ENSR00000335977","Adipose_vis","ENSR00000335977","0.3007","0","","","","","","","","","",""
"Adipose_vis ENSR00000341345","Adipose_vis","ENSR00000341345","-0.3182","0","","","","","","","","","",""
"Adipose_vis ENSR00000344253","Adipose_vis","ENSR00000344253","0.3044","0","","","","","","","","","",""
"Adipose_vis 10:114492635-114498635","Adipose_vis","10:114492635-114498635","0.3567","0","","","","","","","","","",""
"Adipose_vis 10:20158390-20164390","Adipose_vis","10:20158390-20164390","0.3503","0","","","","","","","","","",""
"Adipose_vis 11:114077344-114083344","Adipose_vis","11:114077344-114083344","0.3141","0","","","","","","","","","",""
"Adipose_vis 11:14281900-14287900","Adipose_vis","11:14281900-14287900","0.3494","0","","","","","","","","","",""
"Adipose_vis 11:6699799-6705799","Adipose_vis","11:6699799-6705799","0.3405","0","","","","","","","","","",""
"Adipose_vis 12:11877149-11883149","Adipose_vis","12:11877149-11883149","0.3243","0","","","","","","","","","",""
"Adipose_vis 12:11877580-11883580","Adipose_vis","12:11877580-11883580","0.3285","0","","","","","","","","","",""
"Adipose_vis 12:94643560-94649560","Adipose_vis","12:94643560-94649560","0.3028","0","","","","","","","","","",""
"Adipose_vis 13:95843908-95849908","Adipose_vis","13:95843908-95849908","0.3235","0","","","","","","","","","",""
"Adipose_vis 14:65054944-65060944","Adipose_vis","14:65054944-65060944","0.3456","0","","","","","","","","","",""
"Adipose_vis 18:35692760-35698760","Adipose_vis","18:35692760-35698760","0.3249","0","","","","","","","","","",""
"Adipose_vis 19:16331596-16337596","Adipose_vis","19:16331596-16337596","-0.3599","0","","","","","","","","","",""
"Adipose_vis 19:442263-448263","Adipose_vis","19:442263-448263","0.3082","0","","","","","","","","","",""
"Adipose_vis 1:231374849-231380849","Adipose_vis","1:231374849-231380849","0.3098","0","","","","","","","","","",""
"Adipose_vis 1:77702671-77708671","Adipose_vis","1:77702671-77708671","0.3212","0","","","","","","","","","",""
"Adipose_vis 2:159238398-159244398","Adipose_vis","2:159238398-159244398","0.3022","0","","","","","","","","","",""
"Adipose_vis 2:54484132-54490132","Adipose_vis","2:54484132-54490132","0.301","0","","","","","","","","","",""
"Adipose_vis 2:65098579-65104579","Adipose_vis","2:65098579-65104579","0.3707","0","","","","","","","","","",""
"Adipose_vis 3:111862336-111868336","Adipose_vis","3:111862336-111868336","-0.3044","0","","","","","","","","","",""
"Adipose_vis 3:111867675-111873675","Adipose_vis","3:111867675-111873675","-0.3029","0","","","","","","","","","",""
"Adipose_vis 3:115063162-115069162","Adipose_vis","3:115063162-115069162","0.3375","0","","","","","","","","","",""
"Adipose_vis 3:169656168-169662168","Adipose_vis","3:169656168-169662168","0.3324","0","","","","","","","","","",""
"Adipose_vis 3:169656903-169662903","Adipose_vis","3:169656903-169662903","0.3485","0","","","","","","","","","",""
"Adipose_vis 3:25723040-25729040","Adipose_vis","3:25723040-25729040","0.3398","0","","","","","","","","","",""
"Adipose_vis 3:46386009-46392009","Adipose_vis","3:46386009-46392009","0.3562","0","","","","","0.3153","<0.0001","","","",""
"Adipose_vis 3:99853569-99859569","Adipose_vis","3:99853569-99859569","-0.3105","0","","","","","","","","","",""
"Adipose_vis 3:99860863-99866863","Adipose_vis","3:99860863-99866863","-0.3173","0","","","","","","","","","",""
"Adipose_vis 4:105459732-105465732","Adipose_vis","4:105459732-105465732","0.3299","0","","","","","","","","","",""
"Adipose_vis 5:176500559-176506559","Adipose_vis","5:176500559-176506559","0.343","0","","","","","","","","","",""
"Adipose_vis 6:111396796-111402796","Adipose_vis","6:111396796-111402796","0.3619","0","","","","","","","","","",""
"Adipose_vis 6:135954229-135960229","Adipose_vis","6:135954229-135960229","0.3514","0","","","","","","","","","",""
"Adipose_vis 6:149505725-149511725","Adipose_vis","6:149505725-149511725","0.3499","0","","","","","","","","","",""
"Adipose_vis 7:131417510-131423510","Adipose_vis","7:131417510-131423510","0.3052","0","","","","","","","","","",""
"Adipose_vis 7:143889534-143895534","Adipose_vis","7:143889534-143895534","0.3099","0","","","","","","","","","",""
"Adipose_vis 7:45208228-45214228","Adipose_vis","7:45208228-45214228","-0.3166","0","","","","","","","","","",""
"Adipose_vis 7:96132858-96138858","Adipose_vis","7:96132858-96138858","0.3351","0","","","","","","","","","",""
"Adipose_vis 7:96136627-96142627","Adipose_vis","7:96136627-96142627","0.3463","0","","","","","","","","","",""
"Adipose_vis 8:80784490-80790490","Adipose_vis","8:80784490-80790490","0.3013","0","","","","","","","","","",""
"Adipose_vis 9:34449316-34455316","Adipose_vis","9:34449316-34455316","0.3119","0","","","","","","","","","",""
"Adrenal ENSR00000041818","Adrenal","ENSR00000041818","-0.3551","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000070372","Adrenal","ENSR00000070372","0.333","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000088959","Adrenal","ENSR00000088959","0.3212","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000088960","Adrenal","ENSR00000088960","0.3196","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000094548","Adrenal","ENSR00000094548","0.3434","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000094549","Adrenal","ENSR00000094549","0.3475","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000094550","Adrenal","ENSR00000094550","0.3578","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000096805","Adrenal","ENSR00000096805","-0.3213","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000112337","Adrenal","ENSR00000112337","-0.31","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000118241","Adrenal","ENSR00000118241","-0.3259","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000122994","Adrenal","ENSR00000122994","-0.4305","0","","","","","","","","","",""
"Adrenal ENSR00000123024","Adrenal","ENSR00000123024","-0.3291","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000147921","Adrenal","ENSR00000147921","-0.3352","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000147922","Adrenal","ENSR00000147922","-0.3145","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000159363","Adrenal","ENSR00000159363","-0.3388","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000168989","Adrenal","ENSR00000168989","-0.3065","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000168990","Adrenal","ENSR00000168990","-0.3133","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000169467","Adrenal","ENSR00000169467","-0.3302","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000169468","Adrenal","ENSR00000169468","-0.3168","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000220372","Adrenal","ENSR00000220372","-0.31","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000283458","Adrenal","ENSR00000283458","0.3182","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000283459","Adrenal","ENSR00000283459","0.358","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000293463","Adrenal","ENSR00000293463","-0.4338","0","","","","","","","","","",""
"Adrenal ENSR00000310335","Adrenal","ENSR00000310335","-0.3068","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000336517","Adrenal","ENSR00000336517","0.363","<0.0001","","","","","","","","","",""
"Adrenal ENSR00000344133","Adrenal","ENSR00000344133","-0.3581","<0.0001","","","","","","","","","",""
"Adrenal 2:128487558-128493558","Adrenal","2:128487558-128493558","-0.4406","0","","","","","","","","","",""
"Artery_aor ENSR00000002553","Artery_aor","ENSR00000002553","-0.3557","0","","","","","","","","","",""
"Artery_aor ENSR00000005095","Artery_aor","ENSR00000005095","-0.3827","0","","","","","","","","","",""
"Artery_aor ENSR00000006992","Artery_aor","ENSR00000006992","-0.3341","0","","","","","","","","","",""
"Artery_aor ENSR00000007704","Artery_aor","ENSR00000007704","0.3111","0","","","","","","","","","",""
"Artery_aor ENSR00000008301","Artery_aor","ENSR00000008301","-0.3057","0","","","","","","","","","",""
"Artery_aor ENSR00000009244","Artery_aor","ENSR00000009244","0.3554","0","","","","","","","","","",""
"Artery_aor ENSR00000009245","Artery_aor","ENSR00000009245","0.3561","0","","","","","","","","","",""
"Artery_aor ENSR00000017506","Artery_aor","ENSR00000017506","-0.3002","0","","","","","","","","","",""
"Artery_aor ENSR00000020705","Artery_aor","ENSR00000020705","-0.3389","0","","","","","","","","","",""
"Artery_aor ENSR00000021040","Artery_aor","ENSR00000021040","-0.3716","0","","","","","","","","","",""
"Artery_aor ENSR00000021644","Artery_aor","ENSR00000021644","0.3128","0","","","","","","","","","",""
"Artery_aor ENSR00000028109","Artery_aor","ENSR00000028109","0.3136","0","","","","","","","","","",""
"Artery_aor ENSR00000028132","Artery_aor","ENSR00000028132","0.308","0","","","","","","","","","",""
"Artery_aor ENSR00000028979","Artery_aor","ENSR00000028979","0.3227","0","","","","","","","","","",""
"Artery_aor ENSR00000029794","Artery_aor","ENSR00000029794","0.302","0","","","","","","","","","",""
"Artery_aor ENSR00000029795","Artery_aor","ENSR00000029795","0.309","0","","","","","","","","","",""
"Artery_aor ENSR00000032981","Artery_aor","ENSR00000032981","0.3084","0","","","","","","","","","",""
"Artery_aor ENSR00000036985","Artery_aor","ENSR00000036985","0.3017","0","","","","","","","","","",""
"Artery_aor ENSR00000036990","Artery_aor","ENSR00000036990","0.3117","0","","","","","","","","","",""
"Artery_aor ENSR00000041055","Artery_aor","ENSR00000041055","0.3666","0","","","","","","","","","",""
"Artery_aor ENSR00000041056","Artery_aor","ENSR00000041056","0.3332","0","","","","","","","","","",""
"Artery_aor ENSR00000041286","Artery_aor","ENSR00000041286","-0.3582","0","","","","","","","","","",""
"Artery_aor ENSR00000041287","Artery_aor","ENSR00000041287","-0.3318","0","","","","","","","","","",""
"Artery_aor ENSR00000043234","Artery_aor","ENSR00000043234","0.3122","0","","","","","","","","","",""
"Artery_aor ENSR00000047762","Artery_aor","ENSR00000047762","-0.4164","0","","","","","","","","","",""
"Artery_aor ENSR00000048462","Artery_aor","ENSR00000048462","0.379","0","","","","","","","","","",""
"Artery_aor ENSR00000048463","Artery_aor","ENSR00000048463","0.3808","0","","","","","","","","","",""
"Artery_aor ENSR00000048464","Artery_aor","ENSR00000048464","0.3751","0","","","","","","","","","",""
"Artery_aor ENSR00000048465","Artery_aor","ENSR00000048465","0.351","0","","","","","","","","","",""
"Artery_aor ENSR00000049338","Artery_aor","ENSR00000049338","0.3132","0","","","","","","","","","",""
"Artery_aor ENSR00000050724","Artery_aor","ENSR00000050724","0.3443","0","","","","","","","","","",""
"Artery_aor ENSR00000050725","Artery_aor","ENSR00000050725","0.3926","0","","","","","","","","","",""
"Artery_aor ENSR00000051660","Artery_aor","ENSR00000051660","0.4129","0","","","","","","","","","",""
"Artery_aor ENSR00000052048","Artery_aor","ENSR00000052048","0.3722","0","","","","","","","","","",""
"Artery_aor ENSR00000058742","Artery_aor","ENSR00000058742","0.3132","0","","","","","","","","","",""
"Artery_aor ENSR00000065291","Artery_aor","ENSR00000065291","0.3977","0","","","","","","","","","",""
"Artery_aor ENSR00000065292","Artery_aor","ENSR00000065292","0.3978","0","","","","","","","","","",""
"Artery_aor ENSR00000065856","Artery_aor","ENSR00000065856","0.3767","0","","","","","","","","","",""
"Artery_aor ENSR00000065865","Artery_aor","ENSR00000065865","0.3202","0","","","","","","","","","",""
"Artery_aor ENSR00000067493","Artery_aor","ENSR00000067493","0.3091","0","","","","","","","","","",""
"Artery_aor ENSR00000067494","Artery_aor","ENSR00000067494","0.3127","0","","","","","","","","","",""
"Artery_aor ENSR00000069433","Artery_aor","ENSR00000069433","0.3472","0","","","","","","","","","",""
"Artery_aor ENSR00000070215","Artery_aor","ENSR00000070215","-0.3084","0","","","","","","","","","",""
"Artery_aor ENSR00000070541","Artery_aor","ENSR00000070541","-0.3174","0","","","","","","","","","",""
"Artery_aor ENSR00000070542","Artery_aor","ENSR00000070542","-0.3342","0","","","","","","","","","",""
"Artery_aor ENSR00000070857","Artery_aor","ENSR00000070857","0.3266","0","","","","","","","","","",""
